category,test_code,uzl_test_name,menu
,2074,"Cytomegalovirus IgM (zwanger, vermoeden acute infectie) (bloed)",extended
,2077,Toxoplasma IgG (screening zwangerschap) (bloed),extended
,2079,Toxoplasma IgM (screening zwangerschap) (bloed),extended
,2082,Cytomegalovirus IgG (niet zwanger) (bloed),extended
,2084,Cytomegalovirus IgM (niet zwanger) (bloed),extended
,2085,Cytomegalovirus IgG aviditeit (bloed),extended
,2087,Toxoplasma IgG (vermoeden infectie) (bloed),extended
,2089,Toxoplasma IgM (vermoeden infectie) (bloed),extended
,2092,"Cytomegalovirus IgG (zwanger, screening) (bloed)",extended
,2094,"Cytomegalovirus IgM (zwanger, screening) (bloed)",extended
,2095,Rubellavirus IgG (bloed),extended
,2098,Rubellavirus IgM (bloed),extended
,2105,Toxoplasma IgG aviditeit (bloed),extended
,2120,Herpes simplex virus PCR (biopsie),extended
,2121,Varicella-zostervirus PCR (biopsie),extended
,2122,Cytomegalovirus PCR (biopsie),extended
,2123,Epstein-Barrvirus PCR (biopsie),extended
,2124,Adenovirus PCR (biopsie),extended
,2125,Polyomavirus JC/BK PCR (biopsie),extended
,2126,Toxoplasma gondii PCR (biopsie),extended
,2127,Humaan Herpesvirus type 6 PCR (biopsie),extended
,2224,Pseudomonas IgG (bloed),extended
,2238,Humaan Herpesvirus type 6 PCR (bloed),extended
,2244,Coxsackievirus B1-B6 (bloed) (EM),extended
,2280,SARS-CoV-2 IgG anti-N (bloed),extended
,2281,SARS-CoV-2 IgG anti-S (bloed),extended
,2282,Bofvirus IgG (bloed),extended
,2284,Bofvirus IgM (bloed),extended
,2285,Herpes simplex virus IgG (bloed),extended
,2287,Herpes simplex virus IgM (bloed),extended
,2288,Mazelenvirus IgG (bloed),extended
,2290,Mazelenvirus IgM (bloed),extended
,2291,Varicella-zostervirus IgG (bloed),extended
,2293,Varicella-zostervirus IgM (bloed),extended
,2300,Epstein-Barrvirus EBNA-1 IgG (bloed),extended
,2303,Parvovirus B19 IgG (bloed),extended
,2304,Parvovirus B19 IgM (bloed),extended
,2312,Dengue virus IgG (bloed),extended
,2313,Dengue virus IgM (bloed),extended
,2315,Borrelia antistoffen (bloed),extended
,2318,Borrelia confirmatie IgG (bloed),extended
,2319,Borrelia confirmatie IgM (bloed),extended
,2321,Hepatitis B PCR bij andere/onbekende indicatie (bloed),extended
,2323,Hepatitis C PCR bij andere/onbekende indicatie (bloed) (EM),extended
,2324,Hepatitis C virus genotypering bij andere/onbekende indicatie (bloed),extended
,2325,Herpes simplex virus PCR bij andere/onbekende indicatie (oog: vitreum/voorkamervocht),extended
,2327,Herpes simplex virus PCR bij andere/onbekende indicatie (CSV),extended
,2329,Herpes simplex virus PCR bij andere/onbekende indicatie (diverse),extended
,2330,Toxoplasma gondii PCR bij andere/onbekende indicatie (oog: vitreum/voorkamervocht),extended
,2331,Toxoplasma gondii PCR bij andere/onbekende indicatie (CSV),extended
,2332,Toxoplasma gondii PCR bij andere/onbekende indicatie (amniosvocht),extended
,2333,Toxoplasma gondii PCR bij andere/onbekende indicatie (bloed),extended
,2334,Toxoplasma gondii PCR bij andere/onbekende indicatie (diversen),extended
,2335,Toxoplasma gondii PCR bij andere/onbekende indicatie (wisser oog),extended
,2336,Varicella-zostervirus PCR bij andere/onbekende indicatie (oog: vitreum/voorkamervocht),extended
,2337,Varicella-zostervirus PCR bij andere/onbekende indicatie (wisser oog),extended
,2338,Varicella-zostervirus PCR bij andere/onbekende indicatie (CSV),extended
,2339,Enterovirus PCR bij andere/onbekende indicatie (diverse vochten),extended
,2340,Enterovirus PCR bij andere/onbekende indicatie (CSV),extended
,2343,Herpes simplex virus PCR bij andere/onbekende indicatie (wisser genitaal),extended
,2344,Herpes simplex virus PCR bij andere/onbekende indicatie (wisser huidletsel),extended
,2345,Herpes simplex virus PCR bij andere/onbekende indicatie (wisser mond),extended
,2347,Herpes simplex virus PCR (wisser oog),extended
,2373,Hantavirus IgG (bloed),extended
,2374,Hantavirus IgM (bloed),extended
,2378,HTLV-I & II confirmatie antistoffen (CSV),extended
,2384,Sneltest Puumala virus IgM (hantavirus) (bloed),extended
,2399,Hepatitis B virus core IgM (bloed),extended
,2403,HIV-1 viral load follow-up (bloed),extended
,2404,HIV-1 viral load baseline (bloed),extended
,2405,HIV-1 resistentie standaard (bloed),extended
,2407,HIV-1 resistentie integrase (bloed),extended
,2409,HIV-1 resistentie co-receptor (v3) (bloed),extended
,2411,HIV-1 resistentie fusie (gp41) (bloed),extended
,2418,HIV-1 viral load (sperma),extended
,2434,Borrelia antistoffen (CSV),extended
,2437,Borrelia confirmatie IgG (CSV),extended
,2438,Borrelia confirmatie IgM (CSV),extended
,2439,Borrelia: CXCL13 biomerker EM (CSV),extended
,2450,Treponema pallidum (syphilis) antistoffen (bloed),extended
,2452,Herpes simplex virus PCR (alleen voor neonati) (bloed),extended
,2458,Cytomegalovirus PCR (wisser oog),extended
,2461,Cytomegalovirus PCR bij immuungecompromitteerden (bloed),extended
,2463,HIV-1 PCR kwalitatief (bloed),extended
,2464,HTLV PCR (bloed),extended
,2467,Cytomegalovirus PCR (bloedspot - Guthrie),extended
,2489,Toxoplasma gondii PCR bij immuungecompromitteerden (CSV),extended
,2491,Enterovirus PCR (diverse vochten),extended
,2492,Toxoplasma gondii PCR (diversen),extended
,2493,Toxoplasma gondii PCR bij immuungecompromitteerden cerebrale toxoplasmose (bloed),extended
,2494,Toxoplasma gondii PCR bij positieve serologie (amniosvocht),extended
,2495,Toxoplasma gondii PCR bij foetaal lijden (CSV),extended
,2498,Herpes simplex virus PCR (CSV),extended
,2499,Varicella-zostervirus PCR (CSV),extended
,2502,HIV-1 viral load (CSV),extended
,2503,HTLV PCR (CSV),extended
,2504,Enterovirus PCR (CSV),extended
,2512,Cytomegalovirus PCR (urine),extended
,2528,MERS coronavirus PCR (bronchus- of endotracheaal asp.) (REF.LAB),extended
,2531,Herpes simplex virus kweek (wisser oog),extended
,2532,Toxoplasma gondii PCR (wisser oog),extended
,2534,Respiratoir panel (bovenste luchtwegen),extended
,2563,MERS coronavirus PCR (bovenste luchtwegen) (REF.LAB),extended
,2617,Mycoplasma species PCR (celcultuurmedium),extended
,2619,Humaan papillomavirus genotypering (genitaal specimen),extended
,2620,Coronavirus SARS/COVID-19 PCR (BAL),extended
,2621,Coronavirus SARS/COVID-19 PCR (bovenste luchtwegen),extended
,2622,Coronavirus SARS/COVID-19 PCR (bronchus- of endotracheaal asp.),extended
,2624,Coronavirus SARS-CoV-2 whole genome sequencing (RNA extract),extended
,2626,Humaan Herpesvirus type 6 PCR (diverse vochten),extended
,2628,Humaan Herpesvirus type 6 PCR (CSV),extended
,2636,Toxoplasma gondii PCR bij bewezen seroconversie (amniosvocht),extended
,2638,Coronavirus SARS-CoV-2 whole genome sequencing (bovenste luchtwegen),extended
,2639,Coronavirus SARS-CoV-2 whole genome sequencing (BAL),extended
,2640,Coronavirus SARS-CoV-2 whole genome sequencing (bronchus- of endotracheaal aspiraat),extended
,2641,Respiratoir mini panel (BAL),extended
,2642,Respiratoir mini panel (bovenste luchtwegen),extended
,2643,Respiratoir mini panel (bronchus- of endotracheaal asp.),extended
,2661,Herpes simplex virus PCR (oog: vitreum/voorkamervocht),extended
,2662,Toxoplasma gondii PCR (oog: vitreum/voorkamervocht),extended
,2663,Varicella-zostervirus PCR (oog: vitreum/voorkamervocht),extended
,2763,NKO-Oftalmologie Fungi (keel/mondholte),extended
,2764,NKO-Oftalmologie Fungi (neus/asp.),extended
,2765,NKO-Oftalmologie Fungi (oor),extended
,2766,NKO-Oftalmologie Fungi (sinus),extended
,2767,NKO-Oftalmologie Fungi (oog),extended
,2777,Prostaatvocht Fungi (EPS),extended
,2780,Genitale monsters Fungi (vagina),extended
,2781,Genitale monsters Fungi (cervix),extended
,2790,Weefsel/biopten Fungi,extended
,2797,Fungi (etter uit redonvocht),extended
,2800,Fungi (etter uit drainage/wondvocht),extended
,2802,Fungi (diabetische voet),extended
,2807,Punctievocht Fungi (pleuravocht),extended
,2808,Punctievocht Fungi (pericardvocht),extended
,2809,Punctievocht Fungi (gewrichtsvocht),extended
,2810,Punctievocht Fungi (ander punctievocht),extended
,2811,Punctievocht Fungi (ascites/peritoneaal),extended
,2824,Fungi (andere monsters),extended
,2825,Legionella sneltest (urine),extended
,2835,Mycobacteriën (BK) (bronchusaspiraat),extended
,2965,Copeptine,extended
,3262,BCR::ABL1 IS p210 moleculaire respons (BM),extended
,3263,BCR::ABL1 IS p210 moleculaire respons (bloed),extended
,4005,Chloride (urinestaal),extended
,4015,Aminozuren (urine) incl. uitsluiten sulfiet oxidase deficiëntie,extended
,4016,Aminozuren (urine),extended
,4017,Organische zuren (urinestaal),extended
,4021,Oligosacchariden (urine),extended
,4022,Mucopolysacchariden (urine),extended
,4032,Purinen en pyrimidinen (urine),extended
,4033,Citroenzuur (urinestaal),extended
,4073,Citroenzuur (urinedebiet),extended
,4078,Vrij cortisol (24u urine) (Bijniersuppressie na 2d 2mg dexa),extended
,4098,"Metanefrine, normetanefrine en 3-methoxytyramine (urinestaal)",extended
,4116,Oxalaat (urinestaal),extended
,4117,"Adrenaline, noradrenaline, dopamine (urinestaal)",extended
,4118,5-OH-indolazijnzuur (urinestaal),extended
,4185,Immunofixatie (urinedebiet),extended
,4195,Polyolen (urine),extended
,4197,Siaalzuur (urine),extended
,4220,Bilirubine totaal (bloed),extended
,4282,Macro Alk. fosfatasen (bloed),extended
,4283,Macro ALT (GPT) (bloed),extended
,4284,Macro AST (GOT) (bloed),extended
,4286,Macro Amylasen (bloed),extended
,4287,Macro Lipasen (bloed),extended
,4288,Macro CK (creatinekinase) totaal (bloed),extended
,4289,Macro Gamma GT (bloed),extended
,4290,Macro LDH (bloed),extended
,4372,Methemoglobine (volbloed: arterieel),extended
,4373,Sulfhemoglobine (volbloed: arterieel),extended
,4381,Carboxyhemoglobine (volbloed: arterieel),extended
,4389,Carboxyhemoglobine (volbloed: veneus),extended
,4391,Methemoglobine (volbloed: veneus),extended
,4392,Sulfhemoglobine (volbloed: veneus),extended
,4408,Eiwit/Creatinine Ratio (urine),extended
,4425,Reducerende suikers confirmatie (urine) (EM),extended
,4467,Lactaat / Pyruvaat (CSV),extended
,4477,Cytologische screening hematologische maligniteit (CSV),extended
,4502,Aminozuren (CSV),extended
,4515,IgG (CSV),extended
,4517,Albumine (CSV),extended
,4523,Albumine index (CSV),extended
,4524,IgG index (CSV),extended
,4525,Oligoklonale banden (CSV),extended
,4541,Antivirale resistentiebepaling (cerebrospinaal vocht),extended
,4565,Antivirale resistentiebepaling (isolaat virale celkweek),extended
,4566,Antivirale resistentiebepaling (diversen),extended
,4571,Antivirale resistentiebepaling (wisser huidletsel),extended
,4572,Antivirale resistentiebepaling (cornea),extended
,4622,TSH-receptor (bloed),extended
,4624,Thyroïd peroxidase (TPO) (bloed),extended
,4626,FDH-test (bloed),extended
,4651,Prealbumine (bloed),extended
,4654,Alfa 1-antitrypsine (bloed),extended
,4655,Alfa 1-zuur glycoproteïne (bloed),extended
,4656,Alfa 2-macroglobuline (bloed),extended
,4658,Beta 2-microglobuline (bloed),extended
,4676,Klassieke complement pathway (activiteit),extended
,4679,C1 inhibitor kwantitatief (bloed),extended
,4680,C1q (bloed),extended
,4682,C5 (bloed),extended
,4683,C2 (bloed),extended
,4691,Apolipoproteine A1 (bloed),extended
,4692,Apolipoproteine B (bloed),extended
,4696,C3 d (bloed),extended
,4697,C1 inhibitor functioneel (bloed),extended
,4730,ratio sFLT-1/PlGF,extended
,4999,Antivirale resistentiebepaling (bloed),extended
,5029,Levetiracetam (bloed),extended
,5032,Oxcarbazepine (bloed),extended
,5034,Brivaracetam (bloed),extended
,5035,Carbamazepine-epoxide (bloed),extended
,5036,Perampanel (bloed),extended
,5037,PEMA (primidone-metaboliet) (bloed),extended
,5038,Rufinamide (bloed),extended
,5039,Tiagabine (bloed),extended
,5040,Zonisamide (bloed),extended
,5150,LH & FSH (GnRH test) (bloed),extended
,5170,TSH (t/m 120 min) TRH test (bloed),extended
,5171,Prolactine (t/m 120 min) TRH test (bloed),extended
,5172,Groeihormoon (t/m 120 min) TRH test (bloed),extended
,5201,Piperidine-6-carboxylate (P6C) (plasma),extended
,5202,Galactose-1-P-Uridyl transferase (RBC) (bloed),extended
,5203,3-Hydroxybutyraat / acetoacetaat (volbloed),extended
,5206,Lactaat / pyruvaat (volbloed),extended
,5211,Arylsulfatase A (serum),extended
,5219,Acylcarnitine differentiatie (plasma),extended
,5220,D-Lactaat (plasma),extended
,5222,Pipecolinezuur (plasma),extended
,5223,Vrij carnitine (urinestaal),extended
,5224,Aminozuren (plasma),extended
,5225,Benzoaat (bloed),extended
,5226,Extra-lange-keten vetzuren (C22-C26) (bloed),extended
,5229,Acylcarnitine differentiatie (Guthrie),extended
,5240,Transferrine glycosylatie typering voor CDG (bloed),extended
,5257,LKM (bloed),extended
,5322,Glucose (peritoneaal vocht),extended
,5331,WBC telling (amniosvocht),extended
,5333,WBC differentiatie (amniosvocht),extended
,5335,WBC telling (pericardvocht),extended
,5337,WBC differentiatie (pericardvocht),extended
,5344,WBC telling (punctievocht),extended
,5348,Natrium (diverse vochten),extended
,5349,Kalium (diverse vochten),extended
,5350,Chloride (diverse vochten),extended
,5351,Bicarbonaat (diverse vochten),extended
,5352,Totaal eiwit (diverse vochten),extended
,5353,Osmolaliteit (diverse vochten),extended
,5354,Ureum (diverse vochten),extended
,5355,Creatinine (diverse vochten),extended
,5356,Urinezuur (diverse vochten),extended
,5357,Albumine (diverse vochten),extended
,5358,LDH (diverse vochten),extended
,5359,Amylasen (diverse vochten),extended
,5360,Lipasen (diverse vochten),extended
,5361,Bilirubine totaal (diverse vochten),extended
,5362,Alkalische fosfatasen (diverse vochten),extended
,5363,AST (diverse vochten),extended
,5364,ALT (diverse vochten),extended
,5365,Gamma GT (diverse vochten),extended
,5366,Glucose (diverse vochten),extended
,5369,CRP (diverse vochten),extended
,5371,Lactaat (diverse vochten),extended
,5373,pH (diverse vochten),extended
,5375,Calcium (diverse vochten),extended
,5376,Fosfaat (diverse vochten),extended
,5377,Magnesium (diverse vochten),extended
,5380,AUC Mycophenolaat (bloed),extended
,5394,Ureum (peritoneaal dialysaat),extended
,5395,Creatinine (peritoneaal dialysaat),extended
,5396,Volume (peritoneaal dialysaat),extended
,5398,Mycoplasma pneumoniae PCR na Tx (BAL),extended
,5415,Cystatine C (bloed),extended
,5420,hs-CRP (bloed),extended
,5422,Kappa/Lambda (urinestaal),extended
,5423,Lambda (urinestaal),extended
,5438,Immunofixatie (urinestaal),extended
,5462,IgG (bloed),extended
,5464,IgG1 (bloed),extended
,5465,IgG2 (bloed),extended
,5466,IgG3 (bloed),extended
,5467,IgG4 (bloed),extended
,5468,IgA (bloed),extended
,5469,IgM (bloed),extended
,5470,IgD (bloed),extended
,5474,C3 (bloed),extended
,5475,C4 (bloed),extended
,5486,Epstein-Barrvirus PCR seronegatieve pat - 2e + 3e jaar na Tx (bloed),extended
,5490,"Cytomegalovirus PCR geen profylaxe, 2e + 3e jaar na Tx (bloed)",extended
,5542,Polyomavirus JC/BK PCR na Nier Tx 3e jaar (bloed),extended
,5561,"Cytomegalovirus PCR profylaxe, tot 3 jaar na Tx (bloed)",extended
,5601,Respiratoir panel (BAL),extended
,5602,Gastro-intestinaal panel (faeces),extended
,5603,MERS coronavirus PCR (BAL) (REF.LAB),extended
,5605,Meningitis/encefalitis panel,extended
,5610,"Cytomegalovirus PCR geen profylaxe, 1e jaar na Tx (bloed)",extended
,5618,Epstein-Barrvirus PCR seronegatieve pat - 1e jaar na Tx (bloed),extended
,5620,C. trachomatis / N. gonnorrhoeae (screening) (wisser oog),extended
,5624,C. trachomatis / N. gonnorrhoeae (screening) (wisser genitaal),extended
,5627,C. trachomatis / N. gonnorrhoeae (screening) (urine),extended
,5632,Polyomavirus JC/BK PCR na Nier Tx 1e + 2e jaar (bloed),extended
,5640,Norovirus PCR (faeces),extended
,5641,Rotavirus antigen (faeces),extended
,5642,Enterovirus kweek (faeces),extended
,5643,Adenovirus (types 40-41) antigen (faeces),extended
,5650,Adenovirus PCR na Lever Tx (bloed),extended
,5651,Herpes simplex virus kweek (wisser genitaal),extended
,5653,Hoog risico HPV PCR inclusief typering 16/18/45 preventief (genitaal specimen),extended
,5654,Hoog risico HPV PCR inclusief typering 16/18/45 diagnost/therapeutisch (genitaal specimen),extended
,5655,Hoog risico HPV PCR inclusief typering 16/18/45 bij andere/onbekende indicatie (genitaal specimen),extended
,5660,Varicella-zostervirus PCR na stamcel Tx (bloed),extended
,5662,Enterovirus kweek (wisser oog),extended
,5664,Varicella-zostervirus PCR (wisser oog),extended
,5667,Polyomavirus JC/BK PCR na stamcel Tx (bloed),extended
,5668,Humaan papillomavirus genotypering (biopsie),extended
,5672,Cytomegalovirus PCR (BAL) EM,extended
,5682,Respiratoir panel na Tx (BAL),extended
,5683,Adenovirus PCR na stamcel Tx (bloed),extended
,5684,Cytomegalovirus PCR na stamcel Tx (bloed),extended
,5685,Epstein-Barrvirus PCR na stamcel Tx (bloed),extended
,5686,Hepatitis B PCR na stamcel Tx (bloed),extended
,5687,Hepatitis C PCR na stamcel Tx (bloed),extended
,5688,Herpes simplex virus PCR na stamcel Tx (bloed),extended
,5689,Humaan Herpesvirus type 6 PCR na stamcel Tx (bloed),extended
,5690,Herpes simplex virus PCR bij immuungecompromitteerde patiënten met laesies (diversen),extended
,5700,SOA mini panel (symptomen) (urine),extended
,5704,SOA mini panel (symptomen) (wisser genitaal),extended
,5714,"Respiratoir panel (bovenste luchtwegen) (EM), voldaan art 24 bis",extended
,5715,"Respiratoir panel (BAL) (EM) , voldaan art 24 bis",extended
,5716,"Respiratoir panel (bronchus- of endotracheaal asp.) (EM) , voldaan art 24 bis",extended
,5721,Herpes simplex virus kweek (wisser huid),extended
,5723,Enterovirus kweek (wisser huid),extended
,5724,Herpes simplex virus PCR bij immuungecompromitteerde patiënten (bloed),extended
,5731,Herpes simplex virus kweek (wisser mond),extended
,5732,Aspergillus species PCR (diverse vochten),extended
,5733,Aspergillus species PCR (BAL),extended
,5734,Aspergillus species PCR (biopten),extended
,5747,Enterovirus kweek (diversen),extended
,5749,Herpes simplex virus kweek (diversen),extended
,5751,Enterovirus typering (BAL) (REF. LAB),extended
,5752,Enterovirus typering (bovenste luchtwegen) (REF. LAB),extended
,5753,Enterovirus typering (aspiraat) (REF. LAB),extended
,5754,Enterovirus typering (huid) (REF. LAB),extended
,5755,Enterovirus typering (oog) (REF. LAB),extended
,5756,Enterovirus typering (CSV) (REF. LAB),extended
,5757,Enterovirus typering (faeces) (REF. LAB),extended
,5758,Enterovirus typering (diversen) (REF. LAB),extended
,5759,Enterovirus typering (cultuur) (REF. LAB),extended
,5760,Enterovirus typering (RNA) (REF. LAB),extended
,5764,Hantavirus PCR (bloed) (REF. LAB),extended
,5766,Poliovirus screening (faeces) (REF. LAB),extended
,5768,Adenovirus typering (bloed) (REF. LAB),extended
,5769,Adenovirus typering (faeces) (REF. LAB),extended
,5770,Hantavirus Immunoblot (bloed) (REF.LAB),extended
,5782,Respiratoir panel (BAL) (REF. LAB),extended
,5783,Respiratoir panel (bovenste luchtwegen) (REF. LAB),extended
,5784,Respiratoir panel (bronchus- of endotracheaal asp.) (REF. LAB),extended
,5785,Mycoplasma pneumoniae PCR (BAL) (REF. LAB),extended
,5786,Mycoplasma pneumoniae PCR (bovenste luchtwegen) (REF. LAB),extended
,5787,Mycoplasma pneumoniae PCR (bronchus- of endotracheaal asp.) (REF. LAB),extended
,5788,Mycoplasma pneumoniae PCR (CSV) (REF. LAB),extended
,5789,Mycoplasma pneumoniae PCR (longbiopt) (REF. LAB),extended
,5797,Parechovirus PCR (bloed) (REF. LAB),extended
,5798,Parechovirus PCR (CSV) (REF. LAB),extended
,5799,Panfungale PCR (lichaamsvochten) (REF. LAB),extended
,5805,Mucorales PCR (BAL),extended
,5806,Mucorales PCR (bloed),extended
,5807,Mucorales PCR (biopsie),extended
,5808,Mucorales PCR (diverse vochten),extended
,5863,Rotavirus typering (faeces) (REF. LAB),extended
,5864,PCR voor detectie van Streptococcus pneumoniae (diverse punctievochten),extended
,5865,PCR voor detectie van Streptococcus pneumoniae (lumbaal vocht),extended
,5866,PCR voor detectie van Streptococcus pneumoniae (pleuravocht),extended
,5936,Precursoren sterolen/cholestanol/fytosterolen (bloed),extended
,5937,Vrije vetzuren (bloed),extended
,5941,Pneumokokken polysaccharide As (bloed),extended
,5945,Toll like receptor functie (bloed),extended
,5951,Kapseltypering en gevoeligheidsbepaling Streptococcus pneumoniae (pneumokok),extended
,5953,Mitochondriale functie (fibroblasten),extended
,5960,Interferon-gamma productie (LiHeparine),extended
,5961,Insuline (Glucagontest) (bloed),extended
,5962,Cortisol (Glucagontest) (bloed),extended
,5963,Groeihormoon (Glucagontest) (bloed),extended
,5980,Interferon-gamma productie (4 tubes) (EM),extended
,5999,beta-D-glucantest (bloed),extended
,6000,beta-D-glucantest (CSV),extended
,6002,Antinucleaire antistoffen (ANA) (bloed),extended
,6005,Panfungale PCR (biopsie) (REF. LAB),extended
,6022,ANCA GBM dot (urgent) (bloed),extended
,6029,DNA kwantitatief (Farr.) (bloed),extended
,6030,ENA (bloed),extended
,6032,RNA Polymerase III (bloed),extended
,6033,Mi-2 (bloed),extended
,6034,PM-Scl (bloed),extended
,6035,Fibrillarine (bloed),extended
,6037,EliA Jo1 (bloed),extended
,6038,EliA CENP (bloed),extended
,6039,EliA PCNA (bloed),extended
,6040,EliA Rib-P (bloed),extended
,6041,EliA Ro52 (bloed),extended
,6043,EliA Ro60 (bloed),extended
,6048,ANCA in kader van inflammatoire darmziekten,extended
,6053,ASCA IgG + IgA (bloed),extended
,6055,Pariëtaalcellen (bloed),extended
,6056,Intrinsic factor As (bloed),extended
,6057,Gladde spier (bloed),extended
,6058,Mitochondriën (bloed),extended
,6059,Hartspier (bloed),extended
,6062,Gestreepte spier (bloed),extended
,6064,Ustekinumab bloedspiegel,extended
,6068,Pancreas (bloed),extended
,6070,Bijnier Antistoffen (bloed),extended
,6072,Tissue transglutaminase (tTG)-IgA (bloed),extended
,6073,Gedeamideerd gliadine IgG (DGP) (bloed) EM,extended
,6074,Speekselklier (bloed),extended
,6076,Cyclisch gecitrullineerd peptide (CCP) (bloed),extended
,6077,Vrije lichte ketens (RIZIV),extended
,6078,Vrije lichte ketens (niet-RIZIV),extended
,6079,Diabetische GAD 65 antistoffen (bloed),extended
,6081,Glomerulaire basale membraan (bloed),extended
,6091,Reumafactor IgM (bloed),extended
,6092,ASLO (bloed),extended
,6093,BP180 antistoffen ikv diagnose autoimmuun bulleuze dermatose (bloed),extended
,6097,BP230 antistoffen ikv diagnose autoimmuun bulleuze dermatose (bloed),extended
,6099,DFS-70 (bloed),extended
,6100,Screening intraneuronale paraneoplastische As (bloed),extended
,6101,Screening intraneuronale paraneoplastische As (CSV),extended
,6103,Desmogleine 1 As ikv diagnose autoimmuun bulleuze dermatose (bloed),extended
,6104,PR3-ANCA en MPO-ANCA ikv diagnose ANCA-geassocieerde vasculitis,extended
,6120,BP180 antistoffen ikv follow-up autoimmuun bulleuze dermatose (bloed),extended
,6124,MPO-ANCA ikv follow-up ANCA-geassocieerde vasculitis,extended
,6125,Desmogleine 1 As ikv follow-up autoimmuun bulleuze dermatose (bloed),extended
,6132,Desmogleine 3 As ikv diagnose autoimmuun bulleuze dermatose (bloed),extended
,6134,PR3-ANCA ikv follow-up ANCA-geassocieerde vasculitis,extended
,6145,Desmogleine 3 As ikv follow-up autoimmuun bulleuze dermatose (bloed),extended
,6181,Aspergillus fumigatus Gm 3 (bloed),extended
,6182,BP230 antistoffen ikv follow-up autoimmuun bulleuze dermatose (bloed),extended
,6183,Candida albicans Gm 5 (bloed),extended
,6186,Cladosporium herbarum Gm 2 (bloed),extended
,6187,Stachybotrys atra Gm 24 (bloed),extended
,6191,Micropolyspora faeni Gm 22 (bloed),extended
,6195,"Serum, pluimen, faeces van parkiet Ge 90 (bloed)",extended
,6196,Aspergillus flavus Gm228 (bloed),extended
,6197,Penicillium chrysogenum Gm1 (bloed),extended
,6208,"Serum, pluimen, faeces van duif Ge 91 (bloed)",extended
,6209,"Serum, pluimen, faeces van papegaai Ge 92 (bloed)",extended
,6213,Laceyella sacchari Gm 42 (bloed),extended
,6215,Alternaria alternata Gm 6 (bloed),extended
,6226,Faeces van kanarie Ge200 (bloed),extended
,6235,Anti-celmembraan neuronale antistoffen (bloed) (EM),extended
,6236,Anti-celmembraan neuronale antistoffen (CSV) (EM),extended
,6380,Opsporen van cryoglobulinen (bloed),extended
,6571,Totaal IgE (bloed),extended
,6572,Tryptase (bloed),extended
,6576,Neurofilament,extended
,6578,Ratio Amyloïd-beta 1-42/Amyloïd-beta 1-40,extended
,6579,totaal tau,extended
,6701,Candida (Antigeenstimulatie) (bloed),extended
,6703,Tetanus toxoid (Antigeenstimulatie) (bloed),extended
,6704,Tuberculine (Antigeenstimulatie) (bloed),extended
,6705,Herpes simplex (Antigeenstimulatie) (bloed),extended
,6707,Varicella (Antigeenstimulatie) (bloed),extended
,6708,Bof (Antigeenstimulatie) (bloed),extended
,6709,PWM (Mitogeenstimulatie) (bloed),extended
,6710,Influenza (Antigeenstimulatie) (bloed),extended
,6712,IL-2 + anti-CD3 (Mitogeenstimulatie) (bloed),extended
,6719,PHA (Mitogeenstimulatie) (bloed),extended
,6720,ConA (Mitogeenstimulatie) (bloed),extended
,6722,LTT op diverse stoffen (bloed),extended
,6724,Anti-HMGCoA Reductase As,extended
,6845,MOG antistoffen (csv),extended
,6846,Caspr2/LGi1 antistoffen (CSV),extended
,6847,Caspr2/LGi1 antistoffen (bloed),extended
,6848,MOG antistoffen (bloed),extended
,6850,Differentiële celtelling (BAL),extended
,6860,Differentiële celtelling (sputum),extended
,6867,B-cellen (CD19) (BAL),extended
,6868,T-cellen (CD3) (BAL),extended
,6877,CD4 T-cellen (BAL),extended
,6878,CD8 T-cellen (BAL),extended
,6882,PLA2R antistoffen: diagnose,extended
,6893,PLA2R antistoffen: opvolging,extended
,6950,Scleroderma-geassocieerde antistoffen (bloed),extended
,6951,Scleroderma-geassocieerde antistoffen - buiten ZIV (bloed),extended
,6960,Leverziekten geassocieerde antistoffen (bloed),extended
,6961,Leverziekten geassocieerde antistoffen - buiten ZIV (bloed),extended
,6981,ANA myositis specifieke antistoffen,extended
,6982,ANA myositis specifieke antistoffen buiten RIZIV,extended
,7214,Primidone,extended
,7215,Pregabaline,extended
,7216,Gabapentine,extended
,7222,Methanol (bloed),extended
,7223,Ethanol (bloed),extended
,7224,Salicylaat (bloed),extended
,7225,Paracetamol (bloed),extended
,7226,Barbituraten (bloed),extended
,7230,Antidepressiva doseren (bloed),extended
,7231,Ethyleenglycol + 5-oxoproline (bloed),extended
,7235,Andere (Toxicologie) (bloed),extended
,7236,Thiopental drip (bloed),extended
,7237,Thiopental drip gestopt (bloed),extended
,7245,Opiaten (bloed),extended
,7246,Cocaïne (bloed),extended
,7247,Cannabinoïden (bloed),extended
,7248,Amfetaminen (bloed),extended
,7250,Ethylglucuronide en Ethylsulfaat (urine),extended
,7252,Topiramaat,extended
,7253,Lacosamide,extended
,7255,Cadmium doseren (bloed),extended
,7261,Methanol (urine),extended
,7262,Ethanol (urine),extended
,7263,Salicylaat (urine),extended
,7264,Paracetamol (urine),extended
,7265,Barbituraten (urine),extended
,7268,Benzodiazepines (urine),extended
,7272,Antidepressiva opzoeken (urine),extended
,7276,Cocaïne (urine),extended
,7277,Cannabinoïden (urine),extended
,7278,Amfetaminen en analogen (urine),extended
,7280,Ethyleenglycol (urine),extended
,7282,Pesticiden (urine),extended
